书名,图片,评论数,推荐量,作者,出版社,售价,原价,折扣,电子书价格,详情页,more
定位：争夺用户心智的战争（经典重译版）,http://img3m6.ddimg.cn/68/27/29200316-1_l_12.jpg,146892.0,100%,[美] 艾・里斯（Al Ries） 杰克・特劳特（Jack Trout）,机械工业出版社,¥47.40,¥79.00,6.0折,,http://product.dangdang.com/29200316.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""管理"", ""市场/营销"", ""市场营销""]]}"
聪明却混乱的孩子：利用“执行技能训练”提升孩子学习力和专注力,http://img3m7.ddimg.cn/0/23/29171637-1_l_25.jpg,34025.0,100%,[美] 佩格・道森（Peg Dawson） [美] 理查德・奎尔（Richard G,机械工业出版社,¥39.50,¥79.00,5.0折,,http://product.dangdang.com/29171637.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""亲子/家教"", ""家教方法""]]}"
内证观察笔记：真图本中医解剖学纲目（增订本）,http://img3m4.ddimg.cn/73/9/29003014-1_l_3.jpg,39426.0,99.5%,无名氏 述,广西师范大学出版社,¥31.70,¥46.00,6.9折,,http://product.dangdang.com/29003014.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""医学"", ""中医"", ""基础理论""]]}"
米小圈脑筋急转弯（第二辑）(套装共4册）,http://img3m8.ddimg.cn/35/20/28552328-1_l_9.jpg,153985.0,100%,北猫,四川少年儿童出版社,¥28.10,¥64.00,4.4折,,http://product.dangdang.com/28552328.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""童书"", ""益智游戏"", ""脑筋急转弯""], [""图书"", ""童书"", ""3-6岁"", ""益智游戏""], [""图书"", ""童书"", ""开学必备""]]}"
大宇宙  和爸妈游太空  给孩子的手绘天文绘本,http://img3m1.ddimg.cn/78/1/28526631-1_l_6.jpg,228339.0,100%,马劲,北京联合出版有限公司,¥38.00,¥79.90,4.8折,,http://product.dangdang.com/28526631.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""童书"", ""科普/百科"", ""科普""], [""图书"", ""童书"", ""3-6岁"", ""科普/百科""], [""图书"", ""童书"", ""宇宙星空""]]}"
闭环思维（罗振宇、老喻、李嘉诚、侯小强等大咖倡导的理念）,http://img3m4.ddimg.cn/70/20/28476034-1_l_28.jpg,49392.0,99.9%,智俊启 著 时代华语 出品,中国友谊出版公司,¥19.80,¥42.00,4.7折,¥11.99,http://product.dangdang.com/28476034.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""管理"", ""一般管理学"", ""管理学""]]}"
陪孩子走过小学六年（全新增订版）（新版）,http://img3m9.ddimg.cn/87/36/27907989-1_l_6.jpg,115844.0,100%,刘称莲,北京联合出版公司,¥45.00,¥45.00,10.0折,¥5.99,http://product.dangdang.com/27907989.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""亲子/家教"", ""亲子关系""]]}"
生命的重建 原版套装,http://img3m7.ddimg.cn/59/25/27872717-1_l_4.jpg,33154.0,100%,（美）露易丝・海,中国宇航出版社,¥25.40,¥50.80,5.0折,,http://product.dangdang.com/27872717.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""成功/励志"", ""心灵与修养"", ""心灵/感悟""]]}"
汪汪队立大功儿童安全救援故事书超值大礼盒（全38册+赠2册游戏书）(当当专供),http://img3m7.ddimg.cn/93/18/27864237-1_l_10.jpg,11003.0,99.8%,美国尼克儿童频道,天地出版社,¥257.00,¥514.00,5.0折,,http://product.dangdang.com/27864237.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""童书"", ""动漫/卡通"", ""卡通""], [""图书"", ""童书"", ""7-10岁"", ""卡通/动漫/图画书""], [""图书"", ""童书"", ""动画天地""]]}"
小熊很忙 小达人点读版 第1辑（套装共4册）深海潜水员+小小宇航员+动物管理员+圣诞小帮手,http://img3m3.ddimg.cn/58/3/27859153-1_l_41.jpg,134781.0,100%,Benji Davies,中信出版社,¥89.90,¥180.00,5.0折,,http://product.dangdang.com/27859153.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""童书"", ""婴儿读物"", ""图画故事书""], [""图书"", ""童书"", ""0-2岁"", ""图画故事""], [""图书"", ""童书"", ""双语/英语绘本""]]}"
信谊世界精选图画书-我的情绪小怪兽,http://img3m4.ddimg.cn/73/10/26919064-1_l_7.jpg,168369.0,100%,[西班牙] 安娜・耶纳斯 著,明天出版社,¥29.10,¥49.80,5.8折,,http://product.dangdang.com/26919064.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""童书"", ""绘本/图画书"", ""精装图画书"", ""欧美""], [""图书"", ""童书"", ""3-6岁"", ""卡通/动漫/图画书""], [""图书"", ""童书"", ""情绪管理""]]}"
乌丢丢的奇遇：小学生课外阅读经典作品，曹文轩推荐/金波作品精选,http://img3m7.ddimg.cn/51/5/25576107-1_l_20.jpg,35165.0,100%,金波,江苏少年儿童出版社,¥10.50,¥24.00,4.4折,,http://product.dangdang.com/25576107.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""童书"", ""中国儿童文学"", ""幻想小说""], [""图书"", ""童书"", ""7-10岁"", ""文学""], [""图书"", ""童书"", ""经典必读""]]}"
小刺猬理发百年百部精选注音书 本书收录了鲁兵的童话和童谣诗,http://img3m7.ddimg.cn/77/32/25316357-1_l_3.jpg,19832.0,100%,鲁兵,长江少年儿童出版社,¥11.00,¥25.00,4.4折,,http://product.dangdang.com/25316357.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""童书"", ""中国儿童文学"", ""动物小说""], [""图书"", ""童书"", ""3-6岁"", ""文学""], [""图书"", ""童书"", ""拼音读物""]]}"
汤姆・索亚历险记(《语文》阅读丛书)人民文学出版社,http://img3m9.ddimg.cn/20/1/25283729-1_l_9.jpg,64255.0,100%,（美）马克・吐温,人民文学出版社,¥12.20,¥26.00,4.7折,,http://product.dangdang.com/25283729.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""中小学用书"", ""小学阅读"", ""课外阅读""]]}"
茶馆（《语文》推荐阅读丛书）人民文学出版社,http://img3m2.ddimg.cn/76/26/25267252-1_l_7.jpg,79399.0,100%,老舍,人民文学出版社,¥9.00,¥18.00,5.0折,¥9.00,http://product.dangdang.com/25267252.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""中小学用书"", ""小学阅读"", ""语文阅读""]]}"
肘后备急方・实用千家妙方系列,http://img3m5.ddimg.cn/72/14/25231905-1_l_1.jpg,3277.0,100%,葛洪 撰,中国中医药出版社,¥19.50,¥39.00,5.0折,¥14.50,http://product.dangdang.com/25231905.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""医学"", ""中医"", ""中医经典古籍""]]}"
愿你慢慢长大（与刘瑜、周国平、冯唐等名家一起开始一场温柔的教养旅程，聊一聊关于教养的真心话，感受孩子成长的真实意义。）,http://img3m8.ddimg.cn/68/29/25193588-1_l_25.jpg,237766.0,100%,刘瑜、周国平等，联合读创   出品,北京联合出版有限公司,¥22.50,¥45.00,5.0折,,http://product.dangdang.com/25193588.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""亲子/家教"", ""亲子关系""]]}"
好看的皮囊千篇一律，有趣的灵魂万里挑一（老杨的猫头鹰最新作品“醒脑之书”系列之三）,http://img3m1.ddimg.cn/88/17/25180441-1_l_19.jpg,427280.0,100%,老杨的猫头鹰,现代出版社,¥17.80,¥39.80,4.5折,,http://product.dangdang.com/25180441.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""成功/励志"", ""成功/激励"", ""激励""]]}"
草枕：东野圭吾译者刘子倩倾情翻译,http://img3m4.ddimg.cn/78/16/25109844-1_l_20.jpg,34682.0,99.9%,夏目漱石 著 刘子倩 译,江苏凤凰文艺出版社,¥19.80,¥36.00,5.5折,,http://product.dangdang.com/25109844.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""小说"", ""社会小说""], [""图书"", ""小说"", ""外国小说"", ""其他国家""]]}"
销售就是要玩转情商：99%的人都不知道的销售软技巧,http://img3m8.ddimg.cn/98/10/23754158-1_l_13.jpg,135870.0,99.9%,"科林斯坦利（Colleen Stanley）,佘卓桓　译",武汉出版社,¥16.50,¥36.80,4.5折,¥8.63,http://product.dangdang.com/23754158.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""管理"", ""市场/营销"", ""销售""]]}"
山海经（白话全译彩图版珍藏版）,http://img3m7.ddimg.cn/86/3/22627427-1_l_33.jpg,359575.0,99.7%,徐客  著    紫图图书   出品,现代出版社,¥30.80,¥68.00,4.5折,¥4.99,http://product.dangdang.com/22627427.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""古籍"", ""史类"", ""地理类""], [""图书"", ""文化"", ""传统文化"", ""其他""]]}"
毛泽东选集 (全四册，大32开）,http://img3m9.ddimg.cn/72/33/20794329-1_l_4.jpg,84782.0,99.5%,毛泽东　著,人民出版社,¥65.00,¥97.50,6.7折,,http://product.dangdang.com/20794329.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""政治/军事"", ""政治"", ""领袖著作""]]}"
我决定给自己一点时间（亚洲高人气作家“鸭子小姐”首部引进治愈作品，被韩国YES24书店读者评选为2020年“今年的书”第1名，韩国教保文库、YES24书店 一致满星好评）,http://img3m9.ddimg.cn/25/24/29402629-1_l_3.jpg,25322.0,100%,（韩）李彦�� 著，书田文化 出品,四川人民出版社,¥24.50,¥49.00,5.0折,¥32.99,http://product.dangdang.com/29402629.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""成功/励志"", ""成功/激励"", ""时间管理""]]}"
我的第一本物理启蒙书 升级篇,http://img3m5.ddimg.cn/49/29/29305435-1_l_1.jpg,9918.0,100%,冰河,中国和平出版社,¥34.80,¥100.00,3.5折,,http://product.dangdang.com/29305435.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""童书"", ""科普/百科"", ""百科""], [""图书"", ""童书"", ""7-10岁"", ""科普/百科""]]}"
我的前半生（末代皇帝爱新觉罗・溥仪亲笔自传，写尽历史浮沉中千回百折的人生经历。内含高清修复彩色照片，随书附赠故宫平面图，生动呈现真实历史原貌，还原传奇人物本色）,http://img3m2.ddimg.cn/70/35/29253382-1_l_14.jpg,7684.0,99.9%,爱新觉罗・溥仪    书田文化出品,民主与建设出版社,¥32.90,¥69.80,4.7折,,http://product.dangdang.com/29253382.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""传记"", ""历史人物""]]}"
半小时漫画党史1921―1949（针对青少年研发，给孩子们讲党的故事！严肃活泼的极简漫画党史！）（半小时漫画系列）,http://img3m8.ddimg.cn/74/11/29303678-1_l_16.jpg,49.0,93.9%,"上海人民出版社,半小时漫画团队 编绘；吴波 撰；读客文化 出品",上海人民出版社,¥24.90,¥49.90,5.0折,¥16.99,http://product.dangdang.com/29303678.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""历史"", ""中国史"", ""现代史（1919-1949）""]]}"
风声（经历过大孤独、大绝望的人，会懂得《风声》给你的大坚韧和大智慧。《人生海海》作者麦家经典力作，全新修订版！）,http://img3m0.ddimg.cn/78/30/29128650-1_l_16.jpg,60799.0,100%,麦家 著;读客文化 出品,上海文艺出版社,¥27.00,¥59.90,4.5折,¥19.99,http://product.dangdang.com/29128650.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""小说"", ""中国当代小说""]]}"
领导力21法则:追随这些法则，人们就会追随你（一切组织和个人的荣耀与衰落，都源自领导力！）团购电话4001066666转6,http://img3m5.ddimg.cn/7/17/23834455-1_l_24.jpg,172590.0,99.8%,(美)约翰C.马克斯维尔 著；读客文化 出品,文汇出版社,¥20.00,¥45.00,4.4折,¥3.99,http://product.dangdang.com/23834455.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""管理"", ""一般管理学"", ""领导学""]]}"
数学帮帮忙（全25册+导读手册）超值礼盒装 （多功能数学绘本，清华附小公开课指定用书！小学数学学习）,http://img3m9.ddimg.cn/8/34/28480229-1_l_43.jpg,326816.0,99.9%,（美）达芙妮・斯金纳,新蕾出版社,¥137.50,¥275.00,5.0折,,http://product.dangdang.com/28480229.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""童书"", ""幼儿启蒙"", ""数学/汉语""], [""图书"", ""童书"", ""7-10岁"", ""科普/百科""], [""图书"", ""童书"", ""数学启蒙""]]}"
小英雄雨来 红色经典故事 快乐读书吧 六年级上册推荐阅读(中小学生课外阅读指导丛书)无障碍阅读 彩插励志版 5万多名读者热评！,http://img3m8.ddimg.cn/8/27/27950678-1_l_35.jpg,156705.0,100%,管桦,南方出版社,¥9.90,¥19.80,5.0折,,http://product.dangdang.com/27950678.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""中小学用书"", ""小学阅读"", ""快乐读书吧""]]}"
爷爷的爷爷哪里来：人类起源的演化过程 快乐读书吧四年级下册推荐课外阅读 中小学生课外阅读指导丛书无障碍阅读彩插励志版 13万多读者热评,http://img3m8.ddimg.cn/78/16/24040248-1_l_33.jpg,139000.0,100%,贾兰坡,南方出版社,¥7.10,¥22.80,3.1折,,http://product.dangdang.com/24040248.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""中小学用书"", ""小学阅读"", ""快乐读书吧""]]}"
生命的洗练   傅士德  属灵操练礼赞,http://img3m3.ddimg.cn/87/18/28525353-1_l_5.jpg,2742.0,100%,[美]傅士德Richard J. Foster,上海三联书店,¥48.20,¥68.00,7.1折,,http://product.dangdang.com/28525353.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""哲学/宗教"", ""宗教"", ""基督教""]]}"
狩猎愉快：世界推理小说简史（签名版）,http://img3m4.ddimg.cn/20/3/29485784-1_l_8.jpg,161.0,98.8%,褚盟,浙江文艺出版社,¥34.00,¥68.00,5.0折,,http://product.dangdang.com/29485784.html,"{""keys"": [""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23579654""], ""cates"": [[""图书"", ""小说"", ""侦探/悬疑/推理小说""]]}"
