书名,图片,评论数,推荐量,作者,出版日期,出版社,售价,原价,折扣,电子书价格,详情页,keys,cates,desc
外公的杂货店（风靡土耳其！祖孙之间的爆笑故事，童真童趣的生意经，从杂货店的人生百态悟快乐人生哲学）,http://img3m3.ddimg.cn/4/25/29215003-1_l_20.jpg,14325.0,100%,（土〕塞敏・雅萨尔,2021-03-01,人民文学出版社,¥17.50,¥35.00,5.0折,,http://product.dangdang.com/29215003.html,"[""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787020162475""]","[[""图书"", ""童书"", ""外国儿童文学"", ""童话故事""], [""图书"", ""童书"", ""7-10岁"", ""文学""]]",“第三届年度儿童文学新书榜”提名作品  
城南旧事 精装 26幅精美彩色插图 入选语文教科书 20世纪中文小说100强,http://img3m9.ddimg.cn/29/23/27924959-1_l_28.jpg,9323.0,100%,林海音 著，高高国际 出品,2019-08-31,安徽文艺出版社,¥15.30,¥39.80,3.8折,,http://product.dangdang.com/27924959.html,"[""开 本：32开"", ""纸 张：胶版纸"", ""包 装：精装"", ""是否套装：否"", ""国际标准书号ISBN：9787539667010""]","[[""图书"", ""中小学用书"", ""小学阅读"", ""语文阅读""]]",林海音作品 一本爱与责任的成长之书，让孩子在阅读中懂得责任的意义。26幅精美手绘彩插，入选20世纪中文小说100强。高高国际 出品  
小灵通漫游未来 百年百部经典书系 荣获第十三届中国图书奖； 荣获2002年中国图书奖,http://img3m7.ddimg.cn/48/17/23954187-1_l_4.jpg,40286.0,100%,叶永烈,2016-04-01,长江少年儿童出版社,¥11.00,¥24.00,4.6折,,http://product.dangdang.com/23954187.html,"[""开 本：32开"", ""纸 张：轻型纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787556043859""]","[[""图书"", ""童书"", ""中国儿童文学"", ""幻想小说""], [""图书"", ""童书"", ""11-14岁"", ""文学""], [""图书"", ""童书"", ""经典必读""]]",百年百部中国儿童文学经典书系  
八十天环游地球(中小学生课外阅读指导丛书) 无障碍阅读 彩插励志版 160000多名读者热评！,http://img3m6.ddimg.cn/72/17/23181516-1_l_38.jpg,199918.0,99.9%,（法）凡尔纳著,2021-06-01,时代文艺出版社,¥6.90,¥15.80,4.4折,,http://product.dangdang.com/23181516.html,"[""开 本：16开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787538768633""]","[[""图书"", ""中小学用书"", ""小学阅读"", ""课外阅读""]]",阅读本书培养执着、勇敢、担当的品质！  
拉塞-玛娅侦探所 第一辑(全10册）,http://img3m0.ddimg.cn/59/24/29191100-1_l_19.jpg,74967.0,99.8%,马丁・维德马克/著；海伦娜・威利斯/绘；小博集出品；,2021-02-01,湖南文艺出版社,¥89.00,¥178.00,5.0折,,http://product.dangdang.com/29191100.html,"[""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：9787540499877""]","[[""图书"", ""童书"", ""外国儿童文学"", ""侦探/冒险小说""], [""图书"", ""童书"", ""7-10岁"", ""文学""], [""图书"", ""童书"", ""开学必备""]]",6-12岁适读，瑞典金质勋章获得者获奖代表作，连续12年瑞典图书馆借阅量超《长袜子皮皮》，悬念重重，全彩插图，提升逻辑推理、观察判断等八大能力，畅销40多个国家，无数孩子从此爱上阅读。  
养育女孩（新版）,http://img3m1.ddimg.cn/67/19/28520581-1_l_5.jpg,516926.0,99.9%,[澳]史蒂夫・比达尔夫,2020-03-23,中信出版社,¥19.90,¥39.80,5.0折,,http://product.dangdang.com/28520581.html,"[""开 本：16开"", ""纸 张：纯质纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787521711837"", ""丛书名：无""]","[[""图书"", ""亲子/家教"", ""培育女孩""]]",1~18岁女孩父母的启蒙之书和进阶指南！樊登官方推荐，全球畅销400万册《养育男孩》作者史蒂夫·比达尔夫畅销力作！教你如何把握女孩成长的5个阶段，帮助她们成为聪慧、优雅、独立和内心强大的女人  
苏世民：我的经验与教训（一本书读懂苏世民的投资人生，复制黑石创始人投资、管理、创业、人生精进的成功哲学。）,http://img3m1.ddimg.cn/42/25/28515111-1_l_15.jpg,88426.0,100%,苏世民,2020-03-01,中信出版社,¥63.10,¥98.00,6.4折,¥34.99,http://product.dangdang.com/28515111.html,"[""开 本：32开"", ""纸 张：胶版纸"", ""包 装：精装"", ""是否套装：否"", ""国际标准书号ISBN：9787521713305"", ""丛书名：无""]","[[""图书"", ""管理"", ""创业企业与企业家"", ""企业家""]]",2020，读桥水，看黑石，一本书读懂苏世民的投资人生，复制黑石创始人投资、管理、创业、人生精进的成功哲学。25条工作和生活原则、成功人生的10大信条、苏世民成功投资的15条法则，带领黑石走向成功的10  
儒林外史（吴敬梓无障碍阅读，北京大学专家校注，五十六回全本版）,http://img3m9.ddimg.cn/54/12/26445429-1_l_29.jpg,47590.0,100%,吴敬梓,2018-12-31,作家出版社,¥21.00,¥42.00,5.0折,,http://product.dangdang.com/26445429.html,"[""开 本：32开"", ""纸 张：轻型纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787521203028""]","[[""图书"", ""小说"", ""中国古典小说""]]",五十六回全本，北京大学专家校注，无障碍阅读版  
战马（（精装典藏版）,http://img3m7.ddimg.cn/22/9/23812987-1_l_17.jpg,119526.0,99.9%,〔英〕迈克尔・莫波格 著，李晋 译，爱心树童书  出品,2016-01-01,南海出版公司,¥17.50,¥35.00,5.0折,¥17.49,http://product.dangdang.com/23812987.html,"[""开 本：32开"", ""纸 张：纯质纸"", ""包 装：精装"", ""是否套装：否"", ""国际标准书号ISBN：9787544279260""]","[[""图书"", ""童书"", ""外国儿童文学"", ""动物小说""], [""图书"", ""童书"", ""经典必读""]]",无论你在哪里，我一定会找到你！一个男孩与一匹马的传奇友谊。桂冠作家不朽经典，导演斯皮尔伯格、动物小说大王沈石溪推荐！中文版舞台剧每年热烈上演。五年级课外阅读推荐  
如果历史是一群喵8・盛世大唐篇,http://img3m5.ddimg.cn/41/18/29242265-1_l_45.jpg,81893.0,100%,肥志 编绘；漫友文化出品,2021-05-25,广东旅游出版社,¥40.66,¥59.80,6.8折,,http://product.dangdang.com/29242265.html,"[""开 本：16开"", ""纸 张：胶版纸"", ""包 装：线装"", ""是否套装：否"", ""国际标准书号ISBN：9787557024413""]","[[""图书"", ""动漫/幽默"", ""大陆漫画"", ""历史/传统文化""]]",荣获蔡志忠漫画奖年度大奖！肥志历史萌漫系列第八卷，轻松读懂大唐兴衰幻变，与喵咪一起探讨唐朝大难题！  
社会心理学（第11版）,http://img3m0.ddimg.cn/55/12/23840740-1_l_15.jpg,272931.0,99.8%,戴维・迈尔斯著，新曲线 出品，侯玉波，乐国安，张智勇 等译,2016-01-01,人民邮电出版社,¥79.60,¥128.00,6.2折,,http://product.dangdang.com/23840740.html,"[""开 本：16开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787115410047""]","[[""图书"", ""心理学"", ""社会心理学""]]",曾被翻译成12种语言，全球有800多万人用它来学习社会心理学，中文版曾重印42次，销量逾40万，津巴多和彭凯平联袂推荐！  
陪孩子弯道超车（给家长和孩子的逆袭指南）,http://img3m8.ddimg.cn/57/18/29431668-1_l_5.jpg,56698.0,100%,吉田,2022-07-01,北京联合出版有限公司,¥62.00,¥62.00,10.0折,¥31.00,http://product.dangdang.com/29431668.html,"[""开 本：16开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787559662293"", ""丛书名：YH0123456789""]","[[""图书"", ""亲子/家教"", ""家教方法""]]",500万家长信赖的教育专家吉田老师重磅新作！本书对以下问题，逐一击破：孩子叛逆厌学、升学焦虑、择校困难、教育信息闭塞。无论孩子能力如何，无论家庭条件如何，都能找准突破点，实现人生逆袭！  
一看就会的思维导图启蒙绘本（歪歪兔童书馆出品）,http://img3m3.ddimg.cn/40/6/27854383-1_l_166.jpg,247776.0,100%,歪歪兔关键期早教 项目组编绘,2019-04-30,海豚出版社,¥49.80,¥128.00,3.9折,,http://product.dangdang.com/27854383.html,"[""开 本：16开"", ""纸 张：铜版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：9787511046147""]","[[""图书"", ""童书"", ""幼儿启蒙"", ""幼儿园教材及入学准备""], [""图书"", ""童书"", ""3-6岁"", ""入学准备""], [""图书"", ""童书"", ""想像力/创造力""]]",训练思维能力，大幅提升学习力。用绘本故事形象演示8种神奇的思维魔法，益智思维训练，让学龄前和小学中低年级孩子轻松掌握高效的思维与学习方法。4-6岁亲子阅读，7岁以上独立阅读  
狼图腾（王俊凯推荐经典小说，入选人大附中等多所名校课堂精讲书目）,http://img3m2.ddimg.cn/70/32/28508902-1_l_13.jpg,397889.0,99.9%,姜戎  著 ， 新经典   出品,2020-01-01,北京十月文艺出版社,¥49.70,¥69.00,7.2折,¥41.40,http://product.dangdang.com/28508902.html,"[""开 本：32开"", ""纸 张：轻型纸"", ""包 装：精装"", ""是否套装：否"", ""国际标准书号ISBN：9787530220245""]","[[""图书"", ""小说"", ""中国当代小说""]]",入选新中国70年70部长篇，多所学校必读书单，其信念、勇气与团队精神激励一代又一代人  
"度阴山讲了凡四训（真想改变命运,就读《了凡四训》！《知行合一王阳明》作者度阴山翻译、注释、解读）新老版随机发货！",http://img3m1.ddimg.cn/5/10/29404391-1_l_5.jpg,29526.0,100%,[明] 袁了凡 度阴山；读客文化 出品,2022-05-01,河南文艺出版社,¥19.90,¥39.90,5.0折,¥39.90,http://product.dangdang.com/29404391.html,"[""开 本：32开"", ""纸 张：纯质纸"", ""包 装：平装"", ""是否套装：否"", ""国际标准书号ISBN：9787555913412""]","[[""图书"", ""哲学/宗教"", ""哲学"", ""中国古代哲学""]]",改命奇书！四大主题揭示如何改变命运：立命之学、改过之法、积善之方、谦德之效。曾国藩、稻盛和夫推崇备至！页页都有名言警句，现代化视角解读国学经典。读客熊猫君出品  
铁路边的孩子们 小学生儿童文学三四五六年级8-9-10-12岁课外阅读书籍青少年世界名著童话故事书彩图美绘版,http://img3m3.ddimg.cn/35/6/28551833-1_l_18.jpg,10329.0,100%,【英】伊迪丝。内斯比特,2019-06-01,应急管理出版社,¥8.10,¥19.80,4.1折,,http://product.dangdang.com/28551833.html,"[""开 本：16开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787502074494""]","[[""图书"", ""中小学用书"", ""小学阅读"", ""课外阅读""]]",三个孩子机智地避免了一场可怕的铁路事故，收留了一位流亡的俄国作家，扑灭了运河驳船上的火险，还救助了一位摔伤的少年。他们高尚的行为赢得了所有人的尊重。  
课文作家作品系列 好天气和坏天气 二年级下册 冰波著（语文教材配套、教材编者选编、名家经典阅读、课文作家面对面）人民教育出版社 团购电话:4001066666转6,http://img3m5.ddimg.cn/47/13/29191385-1_l_10.jpg,13437.0,100%,冰波 著，王林 主编,2020-12-01,人民教育出版社,¥21.30,¥25.00,8.5折,,http://product.dangdang.com/29191385.html,"[""开 本：16开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787107351082""]","[[""图书"", ""中小学用书"", ""小学阅读"", ""课外阅读""]]",  
巴巴爸爸经典故事系列（全十册）诞生篇+度假篇,http://img3m5.ddimg.cn/70/34/25480195-1_l_20.jpg,292471.0,99.8%,[法] 安娜特・缇森 [法] 德鲁斯・泰勒,2018-10-01,接力出版社,¥83.20,¥160.00,5.2折,,http://product.dangdang.com/25480195.html,"[""开 本：16开"", ""纸 张：铜版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：9787544855785""]","[[""图书"", ""童书"", ""动漫/卡通"", ""卡通""], [""图书"", ""童书"", ""3-6岁"", ""卡通/动漫/图画书""], [""图书"", ""童书"", ""动画天地""]]",（含《巴巴爸爸的火星旅行》）。全世界的好爸爸，穿越时空的童书经典。想怎么变就怎么变的巴巴一家带你感受家庭的温暖与幽默。  
柳林风声,http://img3m3.ddimg.cn/6/21/25293813-1_l_40.jpg,194487.0,99.9%,[英]肯尼斯格雷厄姆 著，[英]大卫罗伯茨 绘，杨静远 译,2013-08-15,贵州人民出版社,¥49.00,¥98.00,5.0折,,http://product.dangdang.com/25293813.html,"[""开 本：16开"", ""纸 张：胶版纸"", ""包 装：精装"", ""是否套装：否"", ""国际标准书号ISBN：9787221111999""]","[[""图书"", ""童书"", ""外国儿童文学"", ""经典名著少儿版""], [""图书"", ""童书"", ""7-10岁"", ""文学""], [""图书"", ""童书"", ""开学必备""]]",柳林河畔的动物好友会逗得你咯咯笑不停！翻译家杨静远和插画家大卫·罗伯茨共同演绎，让你知道儿童小说该有的样子。（蒲公英童书馆）  
画给孩子的中国神话 : 精装彩绘本,http://img3m3.ddimg.cn/13/24/28541713-1_l_15.jpg,75661.0,99.9%,施英巍著 知书达礼 出品,2020-04-01,吉林美术出版社,¥34.20,¥55.00,6.2折,,http://product.dangdang.com/28541713.html,"[""开 本：16开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787557552985""]","[[""图书"", ""童书"", ""绘本/图画书"", ""精装图画书"", ""中国原创""], [""图书"", ""童书"", ""3-6岁"", ""卡通/动漫/图画书""], [""图书"", ""童书"", ""少儿国学""]]",（精装漫画彩绘本，56个经典中国神话故事，还原华夏文明的童年印记，上百个知识点，体会中国优秀传统文化中的精髓和魅力，开拓孩子的想象力和创造力，培养孩子开阔的眼界。）  
学会爱自己（全3辑 套装共14册 ）防性侵，安全意识、行为习惯培养绘本,http://img3m6.ddimg.cn/89/8/23851466-1_l_46.jpg,401622.0,99.8%,珊蒂克雷文，茱蒂柏斯玛，佩特拉敏特尔（德），安德烈乌斯塔科夫（德）等,2016-02-01,青岛出版社,¥96.00,¥192.00,5.0折,,http://product.dangdang.com/23851466.html,"[""开 本：16开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：是"", ""国际标准书号ISBN：23851466"", ""丛书名：学会爱自己""]","[[""图书"", ""童书"", ""绘本/图画书"", ""平装图画书"", ""欧美""], [""图书"", ""童书"", ""3-6岁"", ""卡通/动漫/图画书""], [""图书"", ""童书"", ""安全教育""]]",教孩子免受性侵犯！学会保护自己！（全14册）学会抵御心理伤害，培养健康性格！学会管理自己，做对自己负责任的主人。内含不要随便摸我孩子安全教育儿童绘本！（绘声绘色童书汇）  
秘密花园(中小学生课外阅读指导丛书) 无障碍阅读 彩插励志版 50000多名读者热评！,http://img3m8.ddimg.cn/38/5/25217318-1_l_34.jpg,81368.0,100%,（美）弗朗西丝 霍奇森 伯内特,2017-12-01,南方出版社,¥9.10,¥24.80,3.7折,,http://product.dangdang.com/25217318.html,"[""开 本：16开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787550141803""]","[[""图书"", ""中小学用书"", ""小学阅读"", ""课外阅读""]]",新老版本任意发货  
八十天环游地球 (青少年读本。凡尔纳经典科幻小说，翻译家陈筱卿无删节全译）,http://img3m9.ddimg.cn/91/2/23845429-1_l_18.jpg,56169.0,99.9%,（法）凡尔纳 著；陈筱卿 译,2016-01-01,浙江教育出版社,¥8.50,¥22.00,3.9折,¥1.99,http://product.dangdang.com/23845429.html,"[""开 本：32开"", ""纸 张：胶版纸"", ""包 装：平装-胶订"", ""是否套装：否"", ""国际标准书号ISBN：9787553639581""]","[[""图书"", ""中小学用书"", ""初中阅读"", ""语文阅读""]]",这部小说的主题非常丰富，科幻、漫游、侦探、爱情等主题相互交叉、融合，构筑起了相当丰富的意义空间。  
