书名,图片,评论数,推荐量,作者,出版日期,出版社,售价,原价,折扣,电子书价格,详情页
夏日终曲（第90届奥斯卡获奖电影《请以你的名字呼唤我》原著小说，获最佳改编剧本奖）,http://img3m3.ddimg.cn/3/31/25239063-1_l_6.jpg,180151,100%,安德烈・艾席蒙,2018-02-19,外语教学与研究出版社,¥21.40,¥39.90,5.4折,,http://product.dangdang.com/25239063.html
数学绘本-我家漂亮的尺子,http://img3m8.ddimg.cn/92/5/26439428-1_l_3.jpg,23487,100%,[韩] 金成恩 著，[韩] 吴承敏 绘，夏艳 译,2018-05-01,长春出版社,¥9.90,¥19.80,5.0折,,http://product.dangdang.com/26439428.html
中国传统节日故事 儿童文学 小学课外阅读（中小学生课外阅读指导丛书）彩插无障碍阅读 智慧熊图书,http://img3m6.ddimg.cn/46/4/29210986-1_l_17.jpg,5438,100%,萧放,2021-01-01,南方出版社,¥8.40,¥16.80,5.0折,,http://product.dangdang.com/29210986.html
俗世奇人全本（收录冯骥才2019年18篇新作，完整收录54篇“俗世奇人”系列，荣获第七届鲁迅文学奖）,http://img3m0.ddimg.cn/18/7/28505880-1_l_9.jpg,57566,99.9%,冯骥才,2019-12-01,人民文学出版社,¥21.70,¥36.00,6.0折,¥14.99,http://product.dangdang.com/28505880.html
好好吃的水果蔬菜：全3册（从辅食期就应该看的“下饭”玩具书、纸板书，让小宝宝好好吃饭不挑食）,http://img3m2.ddimg.cn/34/0/29154742-1_l_34.jpg,38398,100%,木下惠 著， 阿部真由美 绘 ， 周龙梅 译，心喜阅童书出品,2020-11-18,长江少年儿童出版社,¥66.00,¥150.00,4.4折,,http://product.dangdang.com/29154742.html
心若菩提(增订本),http://img3m6.ddimg.cn/45/26/29144556-1_l_9.jpg,125481,100%,曹德旺 著,2020-10-01,人民出版社,¥54.50,¥79.00,6.9折,,http://product.dangdang.com/29144556.html
给孩子讲讲三星堆（全4册）2022桂冠童书  当代地质学家刘兴诗趣味解读，考古/地理/历史/人文等知识全覆盖,http://img3m7.ddimg.cn/31/8/29403427-1_l_7.jpg,19869,100%,刘兴诗,2022-05-01,青岛出版社,¥74.00,¥148.00,5.0折,,http://product.dangdang.com/29403427.html
国家宝藏 中华文明史+世界文明史 精装全2册,http://img3m7.ddimg.cn/69/3/29321097-1_l_7.jpg,125292,99.9%,鲁鑫 杨效雷 孙立田,2021-01-01,四川人民出版社,¥80.00,¥256.00,3.1折,,http://product.dangdang.com/29321097.html
孙悟空在我们村里中小学生阅读指导书系小学,http://img3m3.ddimg.cn/7/20/29143033-1_l_21.jpg,29120,100%,郭风 著,2020-09-01,人民教育出版社,¥24.70,¥29.00,8.5折,,http://product.dangdang.com/29143033.html
名画里看世界 给孩子能读懂的美学科普 精装版,http://img3m9.ddimg.cn/26/8/29346299-1_l_12.jpg,93915,100%,钟华,2022-01-01,北京联合出版有限公司,¥21.00,¥50.00,4.2折,,http://product.dangdang.com/29346299.html
我喜欢自己――邓超微博推荐的绘本 带给孩子更多勇气和自信的绘本！,http://img3m7.ddimg.cn/46/1/27942697-1_l_21.jpg,468313,99.6%,[美]南希・卡尔森 著，启发童书馆 出品 余治莹 译,2019-11-01,河北教育出版社,¥17.90,¥35.80,5.0折,,http://product.dangdang.com/27942697.html
少年读徐霞客游记（全3册）,http://img3m3.ddimg.cn/16/3/29285503-1_l_6.jpg,9968,100%,刘兴诗,2020-06-01,青岛出版社,¥54.00,¥108.00,5.0折,,http://product.dangdang.com/29285503.html
生命的重建（心灵导师路易丝.海的成名代表作，献给你的改变生命之书。《纽约时报》畅销书排行榜50周第1名，译成25种文字！）,http://img3m8.ddimg.cn/89/20/20104118-1_l_3.jpg,182042,99.5%,（美）露易丝・海　著，徐克茹　译,2008-01-01,中国宇航出版社,¥13.50,¥22.80,5.9折,,http://product.dangdang.com/20104118.html
少有人走的路：心智成熟的旅程（白金升级版）,http://img3m4.ddimg.cn/15/17/29139774-1_l_20.jpg,221268,100%,[美]M.斯科特・派克(M.Scott Peck)  ，译者：于海生  严冬冬  ，正清出品,2020-10-20,北京联合出版有限公司,¥23.10,¥42.00,5.5折,,http://product.dangdang.com/29139774.html
百万英镑（马克・吐温经典作品集，收录22部中短篇小说，张友松先生经典译作）,http://img3m8.ddimg.cn/59/7/23761148-1_l_12.jpg,133768,99.6%,（美）马克・吐温　著，张友松　译,2015-08-01,作家出版社,¥11.30,¥25.00,4.5折,¥2.60,http://product.dangdang.com/23761148.html
父与子全集 彩色注音版小学生课外阅读书籍一二年级带拼音绘本儿童漫画书幽默搞笑故事书世界名著畅销儿童文学书籍7-10岁,http://img3m7.ddimg.cn/48/3/28514127-1_l_9.jpg,45955,100%,【德】埃・奥・卜劳恩 著,2018-05-01,北京燕山出版社,¥11.20,¥29.80,3.8折,,http://product.dangdang.com/28514127.html
西游记 四大名著 七年级上册推荐阅读（足本典藏精装 无障碍阅读 疑难字注音 解词释义）,http://img3m0.ddimg.cn/63/36/23992020-1_l_13.jpg,113444,100%,吴承恩,2016-04-01,商务印书馆,¥20.00,¥40.00,5.0折,,http://product.dangdang.com/23992020.html
他在云之南（人气作家景行燃情悬爱力作！随书附赠“追光”书签。）,http://img3m2.ddimg.cn/71/20/28541672-1_l_8.jpg,62247,100%,景行  白马时光  出品,2020-04-01,百花文艺出版社,¥19.90,¥39.80,5.0折,¥23.99,http://product.dangdang.com/28541672.html
十万个为什么：金波、张抗抗推荐 快乐读书吧 爱阅读课程化丛书 青少版（无障碍阅读 彩插本）四年级,http://img3m5.ddimg.cn/2/11/28500815-1_l_14.jpg,18668,100%,（苏）米 ・ 伊林著 ; 李继勇译,2020-01-01,民主与建设出版社,¥9.70,¥24.80,3.9折,,http://product.dangdang.com/28500815.html
易经的奥秘：完整版,http://img3m6.ddimg.cn/24/35/25113156-1_l_5.jpg,86860,99.9%,曾仕强,2017-07-10,北京时代华文书局,¥50.30,¥64.00,7.9折,,http://product.dangdang.com/25113156.html
斯凯瑞金色童书・益智经典（百年诞辰纪念版，全4册）（原斯凯瑞金色童书・第一辑）,http://img3m2.ddimg.cn/6/26/27852072-1_l_50.jpg,388056,99.7%,【美】理查德・斯凯瑞  著 李晓平  等译,2019-05-01,贵州人民出版社,¥49.00,¥98.00,5.0折,,http://product.dangdang.com/27852072.html
中国哲学简史(著名哲学家冯友兰畅销数百万册的经典。指引人生，充满洞见，了解中国哲学与中国文化。季羡林、李慎之、陈来推荐),http://img3m9.ddimg.cn/91/35/25111639-1_l_1.jpg,70500,100%,冯友兰著，赵复三译,2017-07-01,民主与建设出版社,¥20.80,¥39.80,5.2折,,http://product.dangdang.com/25111639.html
一间只属于自己的房间（李银河、杨澜推荐；女性主义奠基作品；随书赠送6张明信片）,http://img3m2.ddimg.cn/77/17/27949262-1_l_25.jpg,52080,100%,弗吉尼亚・伍尔夫，果麦文化 出品,2019-10-01,天津人民出版社,¥22.50,¥45.00,5.0折,¥7.00,http://product.dangdang.com/27949262.html
繁星・海上日出（统编小学语文教科书同步阅读书系）,http://img3m6.ddimg.cn/39/25/27889626-1_l_10.jpg,9717,100%,巴金 著,2019-05-01,长江文艺出版社,¥8.10,¥18.00,4.5折,,http://product.dangdang.com/27889626.html
神笔马良 二年级下册 语文教科书配套书目 人教版快乐读书吧,http://img3m5.ddimg.cn/34/25/28488175-1_l_8.jpg,116358,100%,曹文轩 陈先云 主编,2018-12-01,人民教育出版社,¥12.00,¥16.00,7.5折,,http://product.dangdang.com/28488175.html
冰心散文 名著阅读课程化丛书 (中小学生课外阅读指导丛书) 小学生课外阅读经典丛书,http://img3m5.ddimg.cn/38/24/23750435-1_l_8.jpg,5529,99.7%,冰心　著，张琪　编著,2015-06-01,山东美术出版社,¥10.80,¥28.80,3.8折,,http://product.dangdang.com/23750435.html
心 稻盛和夫的一生嘱托,http://img3m5.ddimg.cn/77/10/28547915-1_l_20.jpg,203743,100%,[日]稻盛和夫,2020-04-01,人民邮电出版社,¥29.50,¥59.00,5.0折,¥25.60,http://product.dangdang.com/28547915.html
快乐读书吧 三年级（下）伊索寓言指定阅读 （《语文》推荐阅读丛书）人民文学出版社,http://img3m7.ddimg.cn/81/31/25267257-1_l_6.jpg,17266,100%,（古希腊）伊索,2018-04-01,人民文学出版社,¥10.80,¥23.00,4.7折,¥12.00,http://product.dangdang.com/25267257.html
小王子（中小学生课外阅读指导丛书）无障碍阅读 彩插励志版,http://img3m9.ddimg.cn/95/13/29265089-1_l_18.jpg,63153,99.9%,（法）圣埃克苏佩里,2021-06-01,时代文艺出版社,¥7.50,¥16.80,4.5折,,http://product.dangdang.com/29265089.html
二十四节气自然绘本 让孩子了解自然的瞬息万变 科普百科绘本,http://img3m5.ddimg.cn/74/6/28987175-1_l_9.jpg,235586,100%,肖克之,2020-08-01,北京联合出版有限公司,¥26.40,¥79.90,3.3折,,http://product.dangdang.com/28987175.html
木偶奇遇记（《语文》推荐阅读丛书）人民文学出版社,http://img3m2.ddimg.cn/11/17/25287482-1_l_5.jpg,34356,100%,（意）卡洛・科洛迪,2018-06-01,人民文学出版社,¥13.10,¥28.00,4.7折,¥14.00,http://product.dangdang.com/25287482.html
傅雷家书（八年级下！收录傅雷家人书信！呈现傅雷家书通信往来全貌。傅雷家人亲自编纂！）团购电话:4001066666转6,http://img3m2.ddimg.cn/79/13/25236862-1_l_30.jpg,491117,99.9%,傅雷 朱梅馥 傅聪著 傅敏编,2018-02-01,译林出版社,¥23.00,¥46.00,5.0折,,http://product.dangdang.com/25236862.html
失落的一代：中国的上山下乡运动1968-1980（增订版）,http://img3m5.ddimg.cn/8/30/23343515-1_l_1.jpg,81377,99.4%,（法）潘鸣啸　著，欧阳因　译,2013-09-01,中国大百科全书出版社,¥27.00,¥54.00,5.0折,,http://product.dangdang.com/23343515.html
列那狐的故事（本书补全了故事结局。小学语文“快乐读书吧”五年级上阅读）,http://img3m6.ddimg.cn/48/35/25171986-1_l_19.jpg,91521,100%,"〔法〕M.H. 吉罗夫人 著,韦德福 译",2017-10-02,浙江工商大学出版社,¥8.60,¥19.00,4.5折,¥1.99,http://product.dangdang.com/25171986.html
不一样的卡梅拉注音版(1-15) 想去看海/想有颗星星/有个弟弟/找回太阳/爱小黑猫/打败怪兽/找到朗朗/不要被吃掉/喜欢他/逍遥岛/挑战魔法屋,http://img3m3.ddimg.cn/58/32/25190113-1_l_5.jpg,97282,99.9%,克利斯提昂・约里波瓦,2017-11-01,二十一世纪出版社,¥118.80,¥270.00,4.4折,,http://product.dangdang.com/25190113.html
童年 快乐读书吧六年级上指定阅读 《语文》阅读丛书 人民文学出版社,http://img3m0.ddimg.cn/10/9/25307380-1_l_6.jpg,125690,100%,（苏）高尔基,2018-07-01,人民文学出版社,¥15.00,¥30.00,5.0折,¥15.00,http://product.dangdang.com/25307380.html
稻草人 快乐读书吧 三年级上册推荐阅读(中小学生课外阅读指导丛书)无障碍阅读 彩插励志版 300000多名读者热评！,http://img3m7.ddimg.cn/49/15/22854397-1_l_55.jpg,378056,99.9%,叶圣陶著,2012-06-01,时代文艺出版社,¥6.90,¥15.80,4.4折,,http://product.dangdang.com/22854397.html
我本芬芳（世界看不见我，但我看见我！从80岁开始的女性主义）,http://img3m1.ddimg.cn/88/29/29367151-1_l_19.jpg,15008,100%,杨本芬,2022-02-01,北京联合出版有限公司,¥28.60,¥39.80,7.2折,¥35.80,http://product.dangdang.com/29367151.html
一年级大个子二年级小个子,http://img3m6.ddimg.cn/42/11/23899236-1_l_15.jpg,41596,100%,(日)古田足日,2015-10-01,接力出版社,¥9.40,¥18.00,5.2折,,http://product.dangdang.com/23899236.html
生命的重建 原版套装,http://img3m7.ddimg.cn/59/25/27872717-1_l_4.jpg,33154,100%,（美）露易丝・海,2019-05-01,中国宇航出版社,¥25.40,¥50.80,5.0折,,http://product.dangdang.com/27872717.html
十万个为什么小学精选本（第六版・小学版）,http://img3m1.ddimg.cn/96/4/23976411-1_l_23.jpg,53128,99.9%,韩启德等,2016-04-01,少年儿童出版社,¥43.50,¥99.00,4.4折,¥36.69,http://product.dangdang.com/23976411.html
苍兰诀 （当当专享人气画手眠狼绘制印刷海报）九鹭非香,http://img3m5.ddimg.cn/60/22/29171895-1_l_21.jpg,52313,99.9%,九鹭非香 著，酷威文化 出品,2021-02-01,四川文艺出版社,¥19.90,¥39.80,5.0折,¥12.99,http://product.dangdang.com/29171895.html
神奇的逻辑思维游戏书,http://img3m0.ddimg.cn/37/6/25338790-1_l_2.jpg,309456,100%,【日】索尼国际教育公司 著，阳光博客 出品,2018-10-01,北京日报出版社,¥19.80,¥45.00,4.4折,¥27.99,http://product.dangdang.com/25338790.html
克林索尔的最后夏天（诺贝尔文学奖得主黑塞自传式作品。）【果麦经典】,http://img3m4.ddimg.cn/91/32/26436754-1_l_14.jpg,30319,100%,[德]赫尔曼・黑塞， 译者：易海舟，果麦文化 出品,2018-12-01,天津人民出版社,¥19.90,¥39.80,5.0折,¥11.94,http://product.dangdang.com/26436754.html
推开窗子看见你 百年百部经典书系 金波儿童诗集，3-4年级阅读拓展书目,http://img3m8.ddimg.cn/29/35/23954168-1_l_7.jpg,59034,100%,金波,2016-04-01,长江少年儿童出版社,¥11.30,¥26.00,4.3折,,http://product.dangdang.com/23954168.html
波西和皮普11册超值套装赠同款精美贴纸（小小聪明豆系列绘本）0-3岁低幼启蒙情绪管理绘本，发现快乐，体验成长！,http://img3m7.ddimg.cn/88/10/29409127-1_l_8.jpg,230247,100%,（德）阿克塞尔・舍夫勒,2022-05-01,外语教学与研究出版社,¥97.90,¥137.00,7.1折,,http://product.dangdang.com/29409127.html
100层的房子（5本套）,http://img3m9.ddimg.cn/96/15/29316669-1_l_7.jpg,309073,100%,（日）岩井俊雄  100层童书馆 出品,2021-10-01,北京科学技术出版社,¥100.50,¥201.00,5.0折,,http://product.dangdang.com/29316669.html
苏东坡新传 全新增订版（全两册）,http://img3m7.ddimg.cn/90/17/29121237-1_l_40.jpg,38768,99.9%,"李一冰     ,  后浪  出品",2020-05-01,四川人民出版社,¥83.60,¥168.00,5.0折,¥29.99,http://product.dangdang.com/29121237.html
绿野仙踪（中小学生课外阅读指导丛书）彩插无障碍阅读 智慧熊图书,http://img3m0.ddimg.cn/61/1/29223970-1_l_11.jpg,13022,100%,（美）莱曼 弗兰克 鲍姆,2021-03-01,商务印书馆,¥6.10,¥15.80,3.9折,,http://product.dangdang.com/29223970.html
钱学森传,http://img3m9.ddimg.cn/10/2/23642299-1_l_2.jpg,21800,99.9%,叶永烈,2015-02-01,中国青年出版社,¥18.00,¥36.00,5.0折,,http://product.dangdang.com/23642299.html
快乐读书吧 四年级下册 看看我们的地球+灰尘的旅行+人类起源的演化过程+中国十万个为什么（全4册）,http://img3m7.ddimg.cn/71/9/29358917-1_l_2.jpg,353,100%,高士其/著,2020-09-01,北京教育出版社,¥16.10,¥79.20,2.0折,,http://product.dangdang.com/29358917.html
安徒生童话精选（《语文》推荐阅读丛书）人民文学出版社,http://img3m3.ddimg.cn/7/31/25267183-1_l_7.jpg,22570,100%,（丹麦）安徒生,2018-04-01,人民文学出版社,¥13.00,¥26.00,5.0折,¥13.00,http://product.dangdang.com/25267183.html
一年级的小豆豆（注音全彩美绘  新版本）,http://img3m1.ddimg.cn/71/21/25259921-1_l_5.jpg,145122,99.8%,狐狸姐姐,2018-05-01,春风文艺出版社,¥12.50,¥25.00,5.0折,,http://product.dangdang.com/25259921.html
弗兰基的蓝色琴弦,http://img3m7.ddimg.cn/49/27/25172977-1_l_5.jpg,19532,100%,(美) 米奇・阿尔博姆  著 ， 新经典  出品,2017-11-01,南海出版公司,¥24.70,¥49.50,5.0折,,http://product.dangdang.com/25172977.html
课文作家作品系列 端午粽 一年级下册 屠再华著（语文教材配套、教材编者选编、名家经典阅读、课文作家面对面）人民教育出版社 团购电话:4001066666转6,http://img3m8.ddimg.cn/14/16/29194718-1_l_6.jpg,28351,100%,屠再华 著，王林 主编,2020-04-01,人民教育出版社,¥17.90,¥21.00,8.5折,,http://product.dangdang.com/29194718.html
数学原来可以这样学（畅销日本300万册，小学生家长。让孩子爱上数学的神奇魔法书！随书赠送数学练习簿）,http://img3m8.ddimg.cn/78/30/23472978-1_l_2.jpg,273470,99.8%,野口哲典 著，博集天卷 出品,2014-06-01,湖南人民出版社,¥14.80,¥32.80,4.5折,¥29.99,http://product.dangdang.com/23472978.html
风会记得一朵花的香（中考阅读题热点作家丁立梅经典散文集）,http://img3m9.ddimg.cn/36/29/29316609-1_l_30.jpg,89514,99.9%,丁立梅,2021-11-01,金城出版社,¥28.50,¥38.00,7.5折,,http://product.dangdang.com/29316609.html
郑渊洁四大名传：舒克贝塔传,http://img3m2.ddimg.cn/2/12/23812472-1_l_1.jpg,124167,99.2%,郑渊洁　著,2015-12-01,浙江少年儿童出版社,¥12.00,¥25.00,4.8折,,http://product.dangdang.com/23812472.html
月光落在左手上（精装珍藏版）,http://img3m8.ddimg.cn/52/33/29126248-1_l_12.jpg,172009,99.9%,余秀华  著 ， 新经典  出品,2020-09-01,北京十月文艺出版社,¥29.00,¥58.00,5.0折,¥28.99,http://product.dangdang.com/29126248.html
遇见未知的自己：全新修订版,http://img3m4.ddimg.cn/87/11/28486644-1_l_9.jpg,396863,99.9%,"张德芬 著,博集天卷 出品",2019-12-15,湖南文艺出版社,¥26.00,¥52.00,5.0折,,http://product.dangdang.com/28486644.html
原来如此的故事（诺奖少年版，风趣幽默的惊奇之书）,http://img3m1.ddimg.cn/67/35/24041821-1_l_23.jpg,566217,99.9%,吉卜林 著，章琳 改写，小当当童书馆 出品,2016-10-01,辽宁少年儿童出版社,¥6.70,¥14.80,4.5折,¥4.44,http://product.dangdang.com/24041821.html
秘密（经典身心灵励志读物，为人生带来喜悦转变的能量之书，“吸引力法则”三部曲扛鼎之作。）,http://img3m7.ddimg.cn/55/10/25257727-1_l_3.jpg,235809,99.8%,"朗达・拜恩（Rhonda Byrne） ,博集天卷 出品",2018-05-01,湖南文艺出版社,¥25.20,¥56.00,4.5折,¥29.99,http://product.dangdang.com/25257727.html
张嘉佳十年文集限定礼盒（当当专享张嘉佳亲笔签名纪念信+手写寄语明信片+30*60cm精美桌垫+书签+护照册+旅行地图折页）,http://img3m3.ddimg.cn/36/9/29413233-1_l_16.jpg,21694,100%,"张嘉佳 著,博集天卷 出品",2022-07-01,湖南文艺出版社,¥100.00,¥200.00,5.0折,,http://product.dangdang.com/29413233.html
